Query,Tweet_count,Username,Text,Created At,Retweets,Likes,Tokenized text,Lemmatized text,label
climate change,5,Jackdaw110,babayagasr derrickevans4wv no one wonders whats killing coral its climate change,Sat Jan 25 14:21:54 +0000 2025,0,0,"['babayagasr', 'derrickevans4wv', 'no', 'one', 'wonders', 'whats', 'killing', 'coral', 'its', 'climate', 'change']","['babayagasr', 'derrickevans4wv', 'no', 'one', 'wonder', 'what', 's', 'kill', 'coral', 'its', 'climate', 'change']",neutral
space exploration,79,Umera Shah,paulmhlongo id probably work on improving space exploration and clean energy,Sat Jan 25 11:38:34 +0000 2025,0,1,"['paulmhlongo', 'id', 'probably', 'work', 'on', 'improving', 'space', 'exploration', 'and', 'clean', 'energy']","['paulmhlongo', 'i', 'd', 'probably', 'work', 'on', 'improve', 'space', 'exploration', 'and', 'clean', 'energy']",neutral
electric vehicles,46,NatureNews Africa,"the future of transportation may not rest solely on electric vehicles evs as hydrogen fuel emerges as a strong contender in the race for ecofriendly mobility

read more
 ",Sat Jan 25 12:37:27 +0000 2025,0,2,"['the', 'future', 'of', 'transportation', 'may', 'not', 'rest', 'solely', 'on', 'electric', 'vehicles', 'evs', 'as', 'hydrogen', 'fuel', 'emerges', 'as', 'a', 'strong', 'contender', 'in', 'the', 'race', 'for', 'ecofriendly', 'mobility', 'read', 'more']","['the', 'future', 'of', 'transportation', 'may', 'not', 'rest', 'solely', 'on', 'electric', 'vehicle', 'evs', 'as', 'hydrogen', 'fuel', 'emerge', 'as', 'a', 'strong', 'contender', 'in', 'the', 'race', 'for', 'ecofriendly', 'mobility', 'read', 'more']",positive
machine learning,9,Morph AI,leveraging quantum computing to enhance machine learning capabilities is revolutionizing ai algorithms these quantum ai algorithms show promise in solving complex problems faster and more efficiently quantumcomputing ai algorithms,Sat Jan 25 14:13:10 +0000 2025,0,0,"['leveraging', 'quantum', 'computing', 'to', 'enhance', 'machine', 'learning', 'capabilities', 'is', 'revolutionizing', 'ai', 'algorithms', 'these', 'quantum', 'ai', 'algorithms', 'show', 'promise', 'in', 'solving', 'complex', 'problems', 'faster', 'and', 'more', 'efficiently', 'quantumcomputing', 'ai', 'algorithms']","['leverage', 'quantum', 'computing', 'to', 'enhance', 'machine', 'learning', 'capability', 'be', 'revolutionize', 'ai', 'algorithm', 'these', 'quantum', 'ai', 'algorithm', 'show', 'promise', 'in', 'solve', 'complex', 'problem', 'fast', 'and', 'more', 'efficiently', 'quantumcompute', 'ai', 'algorithm']",positive
healthcare,21,Whidbey_Traveler,joosyjew im worried about gazans healthcare since all the doctors were surrounding the hostages today,Sat Jan 25 14:36:15 +0000 2025,0,0,"['joosyjew', 'im', 'worried', 'about', 'gazans', 'healthcare', 'since', 'all', 'the', 'doctors', 'were', 'surrounding', 'the', 'hostages', 'today']","['joosyjew', 'i', 'm', 'worried', 'about', 'gazan', 'healthcare', 'since', 'all', 'the', 'doctor', 'be', 'surround', 'the', 'hostage', 'today']",negative
global economy,84,Stephen Meliora,cryptocurrency enables a global economy without the barriers that traditional financial systems impose,Sat Jan 25 13:11:50 +0000 2025,0,0,"['cryptocurrency', 'enables', 'a', 'global', 'economy', 'without', 'the', 'barriers', 'that', 'traditional', 'financial', 'systems', 'impose']","['cryptocurrency', 'enable', 'a', 'global', 'economy', 'without', 'the', 'barrier', 'that', 'traditional', 'financial', 'system', 'impose']",neutral
electric vehicles,43,Fight Club Party,lsferguson cut it out completely  fema department of education department of energy all got to go  not a penny more for ukraine fuck ukraine electric vehicles npr or pbs  it all goes  now please elonmusk doge realdonaldtrump  they are doing a great job so far but much to do,Sat Jan 25 12:48:25 +0000 2025,0,0,"['lsferguson', 'cut', 'it', 'out', 'completely', 'fema', 'department', 'of', 'education', 'department', 'of', 'energy', 'all', 'got', 'to', 'go', 'not', 'a', 'penny', 'more', 'for', 'ukraine', 'fuck', 'ukraine', 'electric', 'vehicles', 'npr', 'or', 'pbs', 'it', 'all', 'goes', 'now', 'please', 'elonmusk', 'doge', 'realdonaldtrump', 'they', 'are', 'doing', 'a', 'great', 'job', 'so', 'far', 'but', 'much', 'to', 'do']","['lsferguson', 'cut', 'it', 'out', 'completely', 'fema', 'department', 'of', 'education', 'department', 'of', 'energy', 'all', 'get', 'to', 'go', 'not', 'a', 'penny', 'more', 'for', 'ukraine', 'fuck', 'ukraine', 'electric', 'vehicle', 'npr', 'or', 'pbs', 'it', 'all', 'go', 'now', 'please', 'elonmusk', 'doge', 'realdonaldtrump', 'they', 'be', 'do', 'a', 'great', 'job', 'so', 'far', 'but', 'much', 'to', 'do']",positive
elon musk,62,x Saint James ⚡️,"sasurobert xportalapp do it for the vine no big deal just working with elon musk the demon in his soul wouldnt be successful without california men like me promoting paypal with all our tech boys at all our parties in la

",Sat Jan 25 14:13:49 +0000 2025,0,0,"['sasurobert', 'xportalapp', 'do', 'it', 'for', 'the', 'vine', 'no', 'big', 'deal', 'just', 'working', 'with', 'elon', 'musk', 'the', 'demon', 'in', 'his', 'soul', 'wouldnt', 'be', 'successful', 'without', 'california', 'men', 'like', 'me', 'promoting', 'paypal', 'with', 'all', 'our', 'tech', 'boys', 'at', 'all', 'our', 'parties', 'in', 'la']","['sasurobert', 'xportalapp', 'do', 'it', 'for', 'the', 'vine', 'no', 'big', 'deal', 'just', 'work', 'with', 'elon', 'musk', 'the', 'demon', 'in', 'his', 'soul', 'would', 'not', 'be', 'successful', 'without', 'california', 'man', 'like', 'I', 'promote', 'paypal', 'with', 'all', 'our', 'tech', 'boy', 'at', 'all', 'our', 'party', 'in', 'la']",neutral
machine learning,44,Ifrah💕," pioneering ai research partnering with openai to push the boundaries of machine learning from natural language processing to robotics
 global collaboration softbank brings its international expertise fostering partnerships with ai developers worldwide to accelerate",Sat Jan 25 13:45:23 +0000 2025,0,0,"['pioneering', 'ai', 'research', 'partnering', 'with', 'openai', 'to', 'push', 'the', 'boundaries', 'of', 'machine', 'learning', 'from', 'natural', 'language', 'processing', 'to', 'robotics', 'global', 'collaboration', 'softbank', 'brings', 'its', 'international', 'expertise', 'fostering', 'partnerships', 'with', 'ai', 'developers', 'worldwide', 'to', 'accelerate']","['pioneer', 'ai', 'research', 'partnering', 'with', 'openai', 'to', 'push', 'the', 'boundary', 'of', 'machine', 'learn', 'from', 'natural', 'language', 'processing', 'to', 'robotic', 'global', 'collaboration', 'softbank', 'bring', 'its', 'international', 'expertise', 'foster', 'partnership', 'with', 'ai', 'developer', 'worldwide', 'to', 'accelerate']",positive
healthcare,10,AnnaMaria Schadenfreude,bobebbop rasmusjarlov lorddrunkyson lmao yeah sure theyre dying to move to a country full of nasty bigots and a joke of a healthcare system,Sat Jan 25 14:36:35 +0000 2025,0,0,"['bobebbop', 'rasmusjarlov', 'lorddrunkyson', 'lmao', 'yeah', 'sure', 'theyre', 'dying', 'to', 'move', 'to', 'a', 'country', 'full', 'of', 'nasty', 'bigots', 'and', 'a', 'joke', 'of', 'a', 'healthcare', 'system']","['bobebbop', 'rasmusjarlov', 'lorddrunkyson', 'lmao', 'yeah', 'sure', 'they', 're', 'die', 'to', 'move', 'to', 'a', 'country', 'full', 'of', 'nasty', 'bigot', 'and', 'a', 'joke', 'of', 'a', 'healthcare', 'system']",negative
electric vehicles,3,realelonmusk,at tesla i lead the companys mission to accelerate the worlds transition to sustainable energy through the production of electric vehicles solar power systems and energy storage products,Sat Jan 25 14:20:17 +0000 2025,0,1,"['at', 'tesla', 'i', 'lead', 'the', 'companys', 'mission', 'to', 'accelerate', 'the', 'worlds', 'transition', 'to', 'sustainable', 'energy', 'through', 'the', 'production', 'of', 'electric', 'vehicles', 'solar', 'power', 'systems', 'and', 'energy', 'storage', 'products']","['at', 'tesla', 'I', 'lead', 'the', 'company', 'mission', 'to', 'accelerate', 'the', 'world', 'transition', 'to', 'sustainable', 'energy', 'through', 'the', 'production', 'of', 'electric', 'vehicle', 'solar', 'power', 'system', 'and', 'energy', 'storage', 'product']",positive
electric vehicles,76,Ecoverve Mobility,the budget signals a comprehensive approach to technological innovation targeting critical sectors like electric vehicles and artificial intelligence,Sat Jan 25 11:30:04 +0000 2025,0,0,"['the', 'budget', 'signals', 'a', 'comprehensive', 'approach', 'to', 'technological', 'innovation', 'targeting', 'critical', 'sectors', 'like', 'electric', 'vehicles', 'and', 'artificial', 'intelligence']","['the', 'budget', 'signal', 'a', 'comprehensive', 'approach', 'to', 'technological', 'innovation', 'target', 'critical', 'sector', 'like', 'electric', 'vehicle', 'and', 'artificial', 'intelligence']",positive
global economy,5,Stewy,shaney1982 justpattrick i seriously doubt that denmark is in a position to protect the global economy,Sat Jan 25 14:19:40 +0000 2025,0,0,"['shaney1982', 'justpattrick', 'i', 'seriously', 'doubt', 'that', 'denmark', 'is', 'in', 'a', 'position', 'to', 'protect', 'the', 'global', 'economy']","['shaney1982', 'justpattrick', 'I', 'seriously', 'doubt', 'that', 'denmark', 'be', 'in', 'a', 'position', 'to', 'protect', 'the', 'global', 'economy']",positive
space exploration,76,talemonks,planet nebulon celebrates the emerald accords success promoting forest conservation and the luminal covenant harmonizing space exploration  nebulonupdates ,Sat Jan 25 11:42:31 +0000 2025,0,0,"['planet', 'nebulon', 'celebrates', 'the', 'emerald', 'accords', 'success', 'promoting', 'forest', 'conservation', 'and', 'the', 'luminal', 'covenant', 'harmonizing', 'space', 'exploration', 'nebulonupdates']","['planet', 'nebulon', 'celebrate', 'the', 'emerald', 'accords', 'success', 'promote', 'forest', 'conservation', 'and', 'the', 'luminal', 'covenant', 'harmonize', 'space', 'exploration', 'nebulonupdate']",positive
machine learning,76,Quant Science,"5 target forward returns

next make lookahead prices for predictions we can add multiple lookahead periods to see if the machine learning model does the best

 1 predict price 1 day ahead
 5 predict price 1 week ahead
 10 predict price 2 week
 21 1 month",Sat Jan 25 13:09:39 +0000 2025,0,0,"['5', 'target', 'forward', 'returns', 'next', 'make', 'lookahead', 'prices', 'for', 'predictions', 'we', 'can', 'add', 'multiple', 'lookahead', 'periods', 'to', 'see', 'if', 'the', 'machine', 'learning', 'model', 'does', 'the', 'best', '1', 'predict', 'price', '1', 'day', 'ahead', '5', 'predict', 'price', '1', 'week', 'ahead', '10', 'predict', 'price', '2', 'week', '21', '1', 'month']","['5', 'target', 'forward', 'return', 'next', 'make', 'lookahead', 'price', 'for', 'prediction', 'we', 'can', 'add', 'multiple', 'lookahead', 'period', 'to', 'see', 'if', 'the', 'machine', 'learning', 'model', 'do', 'the', 'good', '1', 'predict', 'price', '1', 'day', 'ahead', '5', 'predict', 'price', '1', 'week', 'ahead', '10', 'predict', 'price', '2', 'week', '21', '1', 'month']",neutral
healthcare,83,Flapjack,rationeme atrupar canada should start seeing healthcare workers moving back to canada bc the us will start falling apart pretty soon,Sat Jan 25 14:32:58 +0000 2025,0,0,"['rationeme', 'atrupar', 'canada', 'should', 'start', 'seeing', 'healthcare', 'workers', 'moving', 'back', 'to', 'canada', 'bc', 'the', 'us', 'will', 'start', 'falling', 'apart', 'pretty', 'soon']","['rationeme', 'atrupar', 'canada', 'should', 'start', 'see', 'healthcare', 'worker', 'move', 'back', 'to', 'canada', 'bc', 'the', 'us', 'will', 'start', 'fall', 'apart', 'pretty', 'soon']",negative
machine learning,37,Jila Adam 🍉🍉🇵🇸🇪🇦🇦🇺🇦🇪,"jeetonomics technology leadership

second position in 7 technologies

overtook us in biological manufacturing and distributed ledger technology

strong performance in

advanced data analytics

ai algorithms

machine learning

integrated circuit design

natural language processing",Sat Jan 25 13:56:13 +0000 2025,0,0,"['jeetonomics', 'technology', 'leadership', 'second', 'position', 'in', '7', 'technologies', 'overtook', 'us', 'in', 'biological', 'manufacturing', 'and', 'distributed', 'ledger', 'technology', 'strong', 'performance', 'in', 'advanced', 'data', 'analytics', 'ai', 'algorithms', 'machine', 'learning', 'integrated', 'circuit', 'design', 'natural', 'language', 'processing']","['jeetonomic', 'technology', 'leadership', 'second', 'position', 'in', '7', 'technology', 'overtook', 'we', 'in', 'biological', 'manufacturing', 'and', 'distribute', 'ledger', 'technology', 'strong', 'performance', 'in', 'advanced', 'datum', 'analytic', 'ai', 'algorithm', 'machine', 'learning', 'integrate', 'circuit', 'design', 'natural', 'language', 'processing']",positive
sports,62,SportsBoy10,bookiesdream constitution hill  112 banker,Sat Jan 25 14:35:16 +0000 2025,0,0,"['bookiesdream', 'constitution', 'hill', '112', 'banker']","['bookiesdream', 'constitution', 'hill', '112', 'banker']",neutral
elon musk,16,Tesla King,liberalpuppy elonmusk i dont know leon musk but elon musk is a great guy,Sat Jan 25 14:14:51 +0000 2025,0,0,"['liberalpuppy', 'elonmusk', 'i', 'dont', 'know', 'leon', 'musk', 'but', 'elon', 'musk', 'is', 'a', 'great', 'guy']","['liberalpuppy', 'elonmusk', 'I', 'do', 'not', 'know', 'leon', 'musk', 'but', 'elon', 'musk', 'be', 'a', 'great', 'guy']",neutral
healthcare,75,Hardik Modi 🇮🇳,"indiantechguide 1 no freebies
2 tax on farmers earning more than some limit
3 increased budget for isro drdo education healthcare
4 outlay to setup a body to inspect the quality of new infrastructure projects
5 no tax upto 15 lakhs or some benefits for tax payers",Sat Jan 25 14:33:18 +0000 2025,0,2,"['indiantechguide', '1', 'no', 'freebies', '2', 'tax', 'on', 'farmers', 'earning', 'more', 'than', 'some', 'limit', '3', 'increased', 'budget', 'for', 'isro', 'drdo', 'education', 'healthcare', '4', 'outlay', 'to', 'setup', 'a', 'body', 'to', 'inspect', 'the', 'quality', 'of', 'new', 'infrastructure', 'projects', '5', 'no', 'tax', 'upto', '15', 'lakhs', 'or', 'some', 'benefits', 'for', 'tax', 'payers']","['indiantechguide', '1', 'no', 'freebie', '2', 'tax', 'on', 'farmer', 'earn', 'more', 'than', 'some', 'limit', '3', 'increase', 'budget', 'for', 'isro', 'drdo', 'education', 'healthcare', '4', 'outlay', 'to', 'setup', 'a', 'body', 'to', 'inspect', 'the', 'quality', 'of', 'new', 'infrastructure', 'project', '5', 'no', 'tax', 'upto', '15', 'lakh', 'or', 'some', 'benefit', 'for', 'tax', 'payer']",positive
sports,6,Just Randy,funfoodchat love both of them but ribs do tend to be a little bit more messy to eat,Sat Jan 25 14:36:08 +0000 2025,0,0,"['funfoodchat', 'love', 'both', 'of', 'them', 'but', 'ribs', 'do', 'tend', 'to', 'be', 'a', 'little', 'bit', 'more', 'messy', 'to', 'eat']","['funfoodchat', 'love', 'both', 'of', 'they', 'but', 'rib', 'do', 'tend', 'to', 'be', 'a', 'little', 'bit', 'more', 'messy', 'to', 'eat']",neutral
global economy,27,Tushar Roy,with smriti irani at smritiiraniatdavos the world is paying attention to indias bold leadership in the global economy,Sat Jan 25 13:58:23 +0000 2025,0,0,"['with', 'smriti', 'irani', 'at', 'smritiiraniatdavos', 'the', 'world', 'is', 'paying', 'attention', 'to', 'indias', 'bold', 'leadership', 'in', 'the', 'global', 'economy']","['with', 'smriti', 'irani', 'at', 'smritiiraniatdavos', 'the', 'world', 'be', 'pay', 'attention', 'to', 'indias', 'bold', 'leadership', 'in', 'the', 'global', 'economy']",positive
electric vehicles,39,Super Gronk,wideawakemedia think of the consequences of this starting with cars and working up how many essential services would collapse if forced to rely on electric vehicles and what would happen to the emergency services this is the result of the blind leading the stupid mentality,Sat Jan 25 12:52:08 +0000 2025,0,0,"['wideawakemedia', 'think', 'of', 'the', 'consequences', 'of', 'this', 'starting', 'with', 'cars', 'and', 'working', 'up', 'how', 'many', 'essential', 'services', 'would', 'collapse', 'if', 'forced', 'to', 'rely', 'on', 'electric', 'vehicles', 'and', 'what', 'would', 'happen', 'to', 'the', 'emergency', 'services', 'this', 'is', 'the', 'result', 'of', 'the', 'blind', 'leading', 'the', 'stupid', 'mentality']","['wideawakemedia', 'think', 'of', 'the', 'consequence', 'of', 'this', 'start', 'with', 'car', 'and', 'work', 'up', 'how', 'many', 'essential', 'service', 'would', 'collapse', 'if', 'force', 'to', 'rely', 'on', 'electric', 'vehicle', 'and', 'what', 'would', 'happen', 'to', 'the', 'emergency', 'service', 'this', 'be', 'the', 'result', 'of', 'the', 'blind', 'lead', 'the', 'stupid', 'mentality']",negative
machine learning,64,Stein 🎩,"zkcryptai   the firewall design the ai firewall is nothing identical to other similar solutions because

 it has no centralized risks

 it is the driving force behind decentralized machine learning algorithms ensuring secure data filtering and processing

 ai interactions",Sat Jan 25 13:25:46 +0000 2025,0,1,"['zkcryptai', 'the', 'firewall', 'design', 'the', 'ai', 'firewall', 'is', 'nothing', 'identical', 'to', 'other', 'similar', 'solutions', 'because', 'it', 'has', 'no', 'centralized', 'risks', 'it', 'is', 'the', 'driving', 'force', 'behind', 'decentralized', 'machine', 'learning', 'algorithms', 'ensuring', 'secure', 'data', 'filtering', 'and', 'processing', 'ai', 'interactions']","['zkcryptai', 'the', 'firewall', 'design', 'the', 'ai', 'firewall', 'be', 'nothing', 'identical', 'to', 'other', 'similar', 'solution', 'because', 'it', 'have', 'no', 'centralized', 'risk', 'it', 'be', 'the', 'drive', 'force', 'behind', 'decentralize', 'machine', 'learn', 'algorithm', 'ensure', 'secure', 'data', 'filtering', 'and', 'processing', 'ai', 'interaction']",neutral
space exploration,92,huybao2005🐉 | S M U R F,"the density in genre and gameplay are unpredictable
 spanning across a variety of genres such as adventure farming exploration to intense shooting competitions and aweinspiring space adventures avax brings us a vast and exciting library of games to immerse ourselves in",Sat Jan 25 10:28:21 +0000 2025,0,0,"['the', 'density', 'in', 'genre', 'and', 'gameplay', 'are', 'unpredictable', 'spanning', 'across', 'a', 'variety', 'of', 'genres', 'such', 'as', 'adventure', 'farming', 'exploration', 'to', 'intense', 'shooting', 'competitions', 'and', 'aweinspiring', 'space', 'adventures', 'avax', 'brings', 'us', 'a', 'vast', 'and', 'exciting', 'library', 'of', 'games', 'to', 'immerse', 'ourselves', 'in']","['the', 'density', 'in', 'genre', 'and', 'gameplay', 'be', 'unpredictable', 'span', 'across', 'a', 'variety', 'of', 'genre', 'such', 'as', 'adventure', 'farming', 'exploration', 'to', 'intense', 'shooting', 'competition', 'and', 'aweinspire', 'space', 'adventure', 'avax', 'bring', 'we', 'a', 'vast', 'and', 'exciting', 'library', 'of', 'game', 'to', 'immerse', 'ourselves', 'in']",neutral
electric vehicles,3,realelonmusk,at tesla i lead the companys mission to accelerate the worlds transition to sustainable energy through the production of electric vehicles solar power systems and energy storage products,Sat Jan 25 14:20:17 +0000 2025,0,1,"['at', 'tesla', 'i', 'lead', 'the', 'companys', 'mission', 'to', 'accelerate', 'the', 'worlds', 'transition', 'to', 'sustainable', 'energy', 'through', 'the', 'production', 'of', 'electric', 'vehicles', 'solar', 'power', 'systems', 'and', 'energy', 'storage', 'products']","['at', 'tesla', 'I', 'lead', 'the', 'company', 'mission', 'to', 'accelerate', 'the', 'world', 'transition', 'to', 'sustainable', 'energy', 'through', 'the', 'production', 'of', 'electric', 'vehicle', 'solar', 'power', 'system', 'and', 'energy', 'storage', 'product']",positive
global economy,45,Penny2,bub4756 pre covid i had another site google censored  and yes there was definitely something going on in the global economy there was information id posted there that suggested big trouble going to finish reading and get back to you,Sat Jan 25 13:45:22 +0000 2025,0,0,"['bub4756', 'pre', 'covid', 'i', 'had', 'another', 'site', 'google', 'censored', 'and', 'yes', 'there', 'was', 'definitely', 'something', 'going', 'on', 'in', 'the', 'global', 'economy', 'there', 'was', 'information', 'id', 'posted', 'there', 'that', 'suggested', 'big', 'trouble', 'going', 'to', 'finish', 'reading', 'and', 'get', 'back', 'to', 'you']","['bub4756', 'pre', 'covid', 'I', 'have', 'another', 'site', 'google', 'censor', 'and', 'yes', 'there', 'be', 'definitely', 'something', 'go', 'on', 'in', 'the', 'global', 'economy', 'there', 'be', 'information', 'I', 'd', 'post', 'there', 'that', 'suggest', 'big', 'trouble', 'go', 'to', 'finish', 'reading', 'and', 'get', 'back', 'to', 'you']",negative
global economy,11,Fiona-Natasha Syms ✡️,im sorry what youre praising a man who wants to introduce tariffs and destabilise the global economy and issued pardons to domestic terrorists good grief woman,Sat Jan 25 14:16:38 +0000 2025,0,0,"['im', 'sorry', 'what', 'youre', 'praising', 'a', 'man', 'who', 'wants', 'to', 'introduce', 'tariffs', 'and', 'destabilise', 'the', 'global', 'economy', 'and', 'issued', 'pardons', 'to', 'domestic', 'terrorists', 'good', 'grief', 'woman']","['I', 'm', 'sorry', 'what', 'you', 're', 'praise', 'a', 'man', 'who', 'want', 'to', 'introduce', 'tariff', 'and', 'destabilise', 'the', 'global', 'economy', 'and', 'issue', 'pardon', 'to', 'domestic', 'terrorist', 'good', 'grief', 'woman']",negative
electric vehicles,24,BS@A&N,nitingadkari govt is providing incentives by way of lower tax to cng amp electric vehicles auto lpg is also eco friendly and can be fitted in old vehicles a significant reduction in co2 emission can be achieved any possibility of govt giving a helping hand to auto lpg,Sat Jan 25 13:20:16 +0000 2025,0,0,"['nitingadkari', 'govt', 'is', 'providing', 'incentives', 'by', 'way', 'of', 'lower', 'tax', 'to', 'cng', 'amp', 'electric', 'vehicles', 'auto', 'lpg', 'is', 'also', 'eco', 'friendly', 'and', 'can', 'be', 'fitted', 'in', 'old', 'vehicles', 'a', 'significant', 'reduction', 'in', 'co2', 'emission', 'can', 'be', 'achieved', 'any', 'possibility', 'of', 'govt', 'giving', 'a', 'helping', 'hand', 'to', 'auto', 'lpg']","['nitingadkari', 'govt', 'be', 'provide', 'incentive', 'by', 'way', 'of', 'low', 'tax', 'to', 'cng', 'amp', 'electric', 'vehicle', 'auto', 'lpg', 'be', 'also', 'eco', 'friendly', 'and', 'can', 'be', 'fit', 'in', 'old', 'vehicle', 'a', 'significant', 'reduction', 'in', 'co2', 'emission', 'can', 'be', 'achieve', 'any', 'possibility', 'of', 'govt', 'give', 'a', 'help', 'hand', 'to', 'auto', 'lpg']",positive
sports,94,AhramOnlineSports,"30 minutes to go live score liverpool v ipswichtown english premierleague
",Sat Jan 25 14:34:55 +0000 2025,0,0,"['30', 'minutes', 'to', 'go', 'live', 'score', 'liverpool', 'v', 'ipswichtown', 'english', 'premierleague']","['30', 'minute', 'to', 'go', 'live', 'score', 'liverpool', 'v', 'ipswichtown', 'english', 'premierleague']",neutral
healthcare,74,Lamb-boo13,mdbreathe yes this graph is whats wrong with healthcare definately,Sat Jan 25 14:33:19 +0000 2025,0,0,"['mdbreathe', 'yes', 'this', 'graph', 'is', 'whats', 'wrong', 'with', 'healthcare', 'definately']","['mdbreathe', 'yes', 'this', 'graph', 'be', 'what', 's', 'wrong', 'with', 'healthcare', 'definately']",negative
space exploration,77,Diego teno lopez,spacexs reusable rockets symbolize elon musks commitment to sustainable space exploration,Sat Jan 25 11:42:16 +0000 2025,0,0,"['spacexs', 'reusable', 'rockets', 'symbolize', 'elon', 'musks', 'commitment', 'to', 'sustainable', 'space', 'exploration']","['spacexs', 'reusable', 'rocket', 'symbolize', 'elon', 'musk', 'commitment', 'to', 'sustainable', 'space', 'exploration']",positive
global economy,86,Joseph Richardson,rachel from accounts masquerading as britains chancellor has crashed the economy and our job prospects for the fourth month in a row employment in the private sector has shrunk indeed businesses are cutting jobs at the fastest pace since the global pandemic unbelievable,Sat Jan 25 13:10:01 +0000 2025,1,1,"['rachel', 'from', 'accounts', 'masquerading', 'as', 'britains', 'chancellor', 'has', 'crashed', 'the', 'economy', 'and', 'our', 'job', 'prospects', 'for', 'the', 'fourth', 'month', 'in', 'a', 'row', 'employment', 'in', 'the', 'private', 'sector', 'has', 'shrunk', 'indeed', 'businesses', 'are', 'cutting', 'jobs', 'at', 'the', 'fastest', 'pace', 'since', 'the', 'global', 'pandemic', 'unbelievable']","['rachel', 'from', 'account', 'masquerade', 'as', 'britain', 'chancellor', 'have', 'crash', 'the', 'economy', 'and', 'our', 'job', 'prospect', 'for', 'the', 'fourth', 'month', 'in', 'a', 'row', 'employment', 'in', 'the', 'private', 'sector', 'have', 'shrink', 'indeed', 'business', 'be', 'cut', 'job', 'at', 'the', 'fast', 'pace', 'since', 'the', 'global', 'pandemic', 'unbelievable']",negative
bitcoin,49,Bangkok : LUNC Community,cryptobarbie diepsanh dont bully bitcoin  ,Sat Jan 25 14:23:23 +0000 2025,0,0,"['cryptobarbie', 'diepsanh', 'dont', 'bully', 'bitcoin']","['cryptobarbie', 'diepsanh', 'do', 'not', 'bully', 'bitcoin']",neutral
elon musk,85,Fabfesty Elon Musk First Son,thefishmagnate policeng yelesowore nigeria police should seize operations and the ig must caution thembecause lately we have been hearing series of report causing the policenot really a good thing the police suppose to be a problem solver and a protectornot adding pain and injury to the derail individuals,Sat Jan 25 14:13:17 +0000 2025,0,0,"['thefishmagnate', 'policeng', 'yelesowore', 'nigeria', 'police', 'should', 'seize', 'operations', 'and', 'the', 'ig', 'must', 'caution', 'thembecause', 'lately', 'we', 'have', 'been', 'hearing', 'series', 'of', 'report', 'causing', 'the', 'policenot', 'really', 'a', 'good', 'thing', 'the', 'police', 'suppose', 'to', 'be', 'a', 'problem', 'solver', 'and', 'a', 'protectornot', 'adding', 'pain', 'and', 'injury', 'to', 'the', 'derail', 'individuals']","['thefishmagnate', 'policeng', 'yelesowore', 'nigeria', 'police', 'should', 'seize', 'operation', 'and', 'the', 'ig', 'must', 'caution', 'thembecause', 'lately', 'we', 'have', 'be', 'hear', 'series', 'of', 'report', 'cause', 'the', 'policenot', 'really', 'a', 'good', 'thing', 'the', 'police', 'suppose', 'to', 'be', 'a', 'problem', 'solver', 'and', 'a', 'protectornot', 'add', 'pain', 'and', 'injury', 'to', 'the', 'derail', 'individual']",negative
global economy,93,Wild🌹,"declining inflation and stable foreign exchange rates are cornerstones of kenyas economic success these achievements not only stabilize the economy but also attract global investors moodys upgrade is a validation of kenyas progress
progressyoucansee
kenya declared positive ",Sat Jan 25 13:07:39 +0000 2025,2,0,"['declining', 'inflation', 'and', 'stable', 'foreign', 'exchange', 'rates', 'are', 'cornerstones', 'of', 'kenyas', 'economic', 'success', 'these', 'achievements', 'not', 'only', 'stabilize', 'the', 'economy', 'but', 'also', 'attract', 'global', 'investors', 'moodys', 'upgrade', 'is', 'a', 'validation', 'of', 'kenyas', 'progress', 'progressyoucansee', 'kenya', 'declared', 'positive']","['decline', 'inflation', 'and', 'stable', 'foreign', 'exchange', 'rate', 'be', 'cornerstone', 'of', 'kenyas', 'economic', 'success', 'these', 'achievement', 'not', 'only', 'stabilize', 'the', 'economy', 'but', 'also', 'attract', 'global', 'investor', 'moodys', 'upgrade', 'be', 'a', 'validation', 'of', 'kenyas', 'progress', 'progressyoucansee', 'kenya', 'declare', 'positive']",positive
bitcoin,40,"Lucas Loureiro 🟠 NFTARMY, Kaisar","i just claimed my zcx tokens using the zenchain testnet faucet  get yours now and start building on the most secure bitcoin layer 1

 

 zenchain crypto blockchain",Sat Jan 25 14:23:31 +0000 2025,0,1,"['i', 'just', 'claimed', 'my', 'zcx', 'tokens', 'using', 'the', 'zenchain', 'testnet', 'faucet', 'get', 'yours', 'now', 'and', 'start', 'building', 'on', 'the', 'most', 'secure', 'bitcoin', 'layer', '1', 'zenchain', 'crypto', 'blockchain']","['I', 'just', 'claim', 'my', 'zcx', 'token', 'use', 'the', 'zenchain', 'testnet', 'faucet', 'get', 'yours', 'now', 'and', 'start', 'build', 'on', 'the', 'most', 'secure', 'bitcoin', 'layer', '1', 'zenchain', 'crypto', 'blockchain']",neutral
